Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
OG0031950						SORBI_3004G176950			
OG0031951									Zm00001eb121080_P001
OG0031952						SORBI_3001G524750			
OG0031953						SORBI_3002G314950			
OG0031954			Bradi1g36812.2.p						
OG0031955			Bradi4g27425.3.p						
OG0031956						SORBI_3002G125600			
OG0031957							TraesCS2D03G0033600.1		
OG0031958			Bradi2g24045.1.p						
OG0031959			Bradi1g51737.1.p						
OG0031960					Os04g0184900				
OG0031961	AT2G07637.1								
OG0031962	AT4G24240.1								
OG0031963		AVESA.00018a.r1.2CG01425520.1							
OG0031964					Os12g0102800				
OG0031965		AVESA.00018a.r1.3DG02553860.1							
OG0031966						SORBI_3007G034650			
OG0031967					Os06g0474833				
OG0031968		AVESA.00018a.r1.6CG04936360.1							
OG0031969								TRITD2Bv1G107200.1	
OG0031970						SORBI_3007G215100			
OG0031971		AVESA.00018a.r1.2DG01612520.1							
OG0031972		AVESA.00018a.r1.6AG04757360.1							
OG0031973			Bradi2g56711.1.p						
OG0031974			Bradi2g25085.1.p						
OG0031975							TraesCS2A03G1050300.1		
OG0031976							TraesCS6D03G0259200.1		
OG0031977			Bradi1g17506.1.p						
OG0031978							TraesCS2A03G0036900.1		
OG0031979			Bradi1g30355.1.p						
OG0031980							TraesCS2A03G0963300.1		
OG0031981	AT2G15318.1								
OG0031982									Zm00001eb314030_P001
OG0031983					Os02g0671950				
OG0031984								TRITD3Bv1G155860.1	
OG0031985									Zm00001eb122040_P004
OG0031986								TRITD1Bv1G141140.1	
OG0031987			Bradi3g09625.1.p						
OG0031988						SORBI_3008G085050			
OG0031989	AT4G15780.1								
OG0031990							TraesCS7D03G0446500.1		
OG0031991					Os07g0136700				
OG0031992			Bradi4g09815.1.p						
OG0031993							TraesCS4B03G0068900.1		
OG0031994									Zm00001eb006340_P001
OG0031995					Os06g0335900				
OG0031996			Bradi1g37834.1.p						
OG0031997									Zm00001eb002280_P001
OG0031998		AVESA.00018a.r1.6CG04954420.1							
OG0031999					Os12g0232500				
OG0032000					Os07g0634750				
OG0032001	AT4G36230.1								
OG0032002								TRITD2Av1G245230.5	
OG0032003							TraesCS7A03G0214700.1		
OG0032004		AVESA.00018a.r1.7DG06009900.1							
OG0032005					Os05g0187600				
OG0032006			Bradi3g44496.2.p						
OG0032007			Bradi1g10422.1.p						
OG0032008				HORVU.MOREX.r3.7HG0655760.1					
OG0032009					Os04g0481050				
OG0032010			Bradi4g13404.1.p						
OG0032011							TraesCS6D03G0724700.1		
OG0032012							TraesCS7D03G1066000.1		
OG0032013			Bradi3g51362.1.p						
OG0032014	AT1G68935.1								
OG0032015						SORBI_3009G223000			
OG0032016							TraesCS5B03G1274600.1		
OG0032017		AVESA.00018a.r1.4DG03350970.1							
OG0032018						SORBI_3004G147200			
OG0032019					Os02g0328550				
OG0032020					Os01g0950200				
OG0032021					Os05g0178850				
OG0032022									Zm00001eb417800_P001
OG0032023							TraesCS5B03G0920200.1		
OG0032024				HORVU.MOREX.r3.5HG0511740.1					
OG0032025								TRITD4Av1G024940.3	
OG0032026						SORBI_3010G209501			
OG0032027								TRITD2Bv1G118640.1	
OG0032028			Bradi1g34413.1.p						
OG0032029					Os02g0331666				
OG0032030					Os10g0506550				
OG0032031								TRITD2Bv1G033230.1	
OG0032032						SORBI_3002G380800			
OG0032033	AT1G80760.1								
OG0032034								TRITD1Bv1G154390.1	
OG0032035					Os09g0320000				
OG0032036									Zm00001eb169320_P001
OG0032037			Bradi3g31517.1.p						
OG0032038					Os01g0125850				
OG0032039							TraesCS5D03G1014000.1		
OG0032040								TRITD4Av1G118810.1	
OG0032041									Zm00001eb395690_P001
OG0032042							TraesCS2A03G0774200.1		
OG0032043		AVESA.00018a.r1.4DG03514910.1							
OG0032044									Zm00001eb123660_P002
OG0032045		AVESA.00018a.r1.6AG04734680.1							
OG0032046									Zm00001eb119920_P002
OG0032047							TraesCS5D03G0651200.1		
OG0032048	AT3G05720.1								
OG0032049						SORBI_3003G361000			
OG0032050						SORBI_3006G130900			
OG0032051			Bradi1g29672.1.p						
OG0032052	AT5G18937.1								
OG0032053	AT3G30380.1								
OG0032054						SORBI_3001G510650			
OG0032055								TRITD5Av1G198040.1	
OG0032056						SORBI_3003G091550			
OG0032057						SORBI_3001G285600			
OG0032058		AVESA.00018a.r1.2DG01508560.1							
OG0032059		AVESA.00018a.r1.4CG03026670.1							
OG0032060					Os07g0248275				
OG0032061									Zm00001eb368870_P001
OG0032062						SORBI_3002G134900			
OG0032063							TraesCS7D03G0052300.1		
OG0032064					Os01g0315901				
OG0032065			Bradi1g33695.1.p						
OG0032066	AT1G48725.1								
OG0032067							TraesCS7B03G0448500.2		
OG0032068					Os04g0609200				
OG0032069						SORBI_3006G024800			
OG0032070							TraesCS1A03G0578300.1		
OG0032071							TraesCS3D03G0911600.1		
OG0032072								TRITD2Bv1G261290.2	
OG0032073					Os09g0274900				
OG0032074									Zm00001eb146100_P001
OG0032075			Bradi3g48795.1.p						
OG0032076					Os02g0142400				
OG0032077		AVESA.00018a.r1.1CG00552060.1							
OG0032078						SORBI_3010G055900			
OG0032079									Zm00001eb259250_P001
OG0032080			Bradi3g51785.1.p						
OG0032081								TRITD2Av1G280430.2	
OG0032082			Bradi4g42112.1.p						
OG0032083						SORBI_3008G090400			
OG0032084							TraesCS1D03G0532600.1		
OG0032085			Bradi4g05781.1.p						
OG0032086			Bradi5g05173.1.p						
OG0032087						SORBI_3003G367650			
OG0032088	AT4G15885.1								
OG0032089					Os07g0260150				
OG0032090									Zm00001eb121240_P001
OG0032091					Os07g0181200				
OG0032092								TRITD0Uv1G052080.4	
OG0032093					Os10g0168900				
OG0032094					Os09g0548767				
OG0032095			Bradi1g61465.1.p						
OG0032096					Os04g0189800				
OG0032097							TraesCSU03G0141000.1		
OG0032098					Os08g0205650				
OG0032099						SORBI_3002G251501			
OG0032100									Zm00001eb013290_P001
OG0032101			Bradi5g19517.1.p						
OG0032102							TraesCS6B03G0331200.1		
OG0032103								TRITD5Av1G099940.2	
OG0032104						SORBI_3001G496100			
OG0032105						SORBI_3006G229250			
OG0032106									Zm00001eb356750_P001
OG0032107							TraesCS7B03G0241500.1		
OG0032108			Bradi2g02081.1.p						
OG0032109						SORBI_3001G523150			
OG0032110		AVESA.00018a.r1.3DG02601770.1							
OG0032111	AT1G18220.1								
OG0032112							TraesCS7A03G0438300.1		
OG0032113			Bradi1g15571.1.p						
OG0032114					Os01g0568400				
OG0032115								TRITD1Av1G140610.1	
OG0032116							TraesCS6D03G0787000.2		
OG0032117						SORBI_3004G007550			
OG0032118					Os05g0420750				
OG0032119								TRITD1Bv1G208070.1	
OG0032120						SORBI_3004G056350			
OG0032121						SORBI_3008G135901			
OG0032122		AVESA.00018a.r1.6AG04753260.1							
OG0032123						SORBI_3001G135800			
OG0032124					Os11g0693550				
OG0032125						SORBI_3004G051133			
OG0032126						SORBI_3007G102500			
OG0032127			Bradi3g51394.1.p						
OG0032128							TraesCS3D03G0426700.3		
OG0032129		AVESA.00018a.r1.2AG01145720.1							
OG0032130						SORBI_3008G176266			
OG0032131	AT3G02150.2								
OG0032132			Bradi1g26215.1.p						
OG0032133							TraesCS2A03G0986400.1		
OG0032134		AVESA.00018a.r1.3CG02359240.1							
OG0032135		AVESA.00018a.r1.5DG04556990.1							
OG0032136			Bradi1g70255.1.p						
OG0032137				HORVU.MOREX.r3.5HG0463070.1					
OG0032138					Os11g0133400				
OG0032139		AVESA.00018a.r1.5CG04138800.1							
OG0032140					Os02g0245600				
OG0032141									Zm00001eb010180_P001
OG0032142	AT5G11740.1								
OG0032143		AVESA.00018a.r1.2AG01104210.1							
OG0032144					Os05g0145500				
OG0032145		AVESA.00018a.r1.4CG03322100.1							
OG0032146			Bradi5g16752.1.p						
OG0032147	AT2G42850.1								
OG0032148						SORBI_3001G391800			
OG0032149					Os06g0295366				
OG0032150		AVESA.00018a.r1.7AG05477220.1							
OG0032151						SORBI_3005G110200			
OG0032152			Bradi1g10175.1.p						
OG0032153			Bradi2g02531.1.p						
OG0032154					Os07g0682250				
OG0032155					Os10g0400700				
OG0032156									Zm00001eb236620_P001
OG0032157									Zm00001eb264680_P001
OG0032158		AVESA.00018a.r1.1AG00334390.1							
OG0032159				HORVU.MOREX.r3.1HG0073110.1					
OG0032160						SORBI_3009G019301			
OG0032161		AVESA.00018a.r1.4CG03267220.1							
OG0032162					Os05g0139000				
OG0032163	AT3G20555.1								
OG0032164			Bradi3g25665.1.p						
OG0032165			Bradi1g67757.1.p						
OG0032166							TraesCS3A03G1071600.1		
OG0032167			Bradi3g30233.1.p						
OG0032168			Bradi2g35492.2.p						
OG0032169							TraesCS5D03G0114500.1		
OG0032170									Zm00001eb217820_P001
OG0032171								TRITD6Bv1G140010.1	
OG0032172							TraesCS1D03G0151200.1		
OG0032173							TraesCS3A03G0026700.1		
OG0032174					Os05g0213200				
OG0032175						SORBI_3003G042150			
OG0032176		AVESA.00018a.r1.1AG00258060.1							
OG0032177					Os12g0444366				
OG0032178			Bradi3g43677.1.p						
OG0032179								TRITD5Av1G020360.1	
OG0032180		AVESA.00018a.r1.6AG04602170.1							
OG0032181					Os12g0215900				
OG0032182						SORBI_3003G175201			
OG0032183						SORBI_3005G156900			
OG0032184		AVESA.00018a.r1.4CG02986670.1							
OG0032185							TraesCS7A03G0890800.1		
OG0032186					Os01g0743100				
OG0032187			Bradi3g32303.1.p						
OG0032188	AT2G07669.1								
OG0032189						SORBI_3004G222150			
OG0032190						SORBI_3009G170000			
OG0032191									Zm00001eb301090_P002
OG0032192								TRITD2Av1G067190.4	
OG0032193			Bradi3g13743.1.p						
OG0032194					Os11g0172133				
OG0032195							TraesCS7D03G0873000.1		
OG0032196		AVESA.00018a.r1.6AG04780970.1							
OG0032197		AVESA.00018a.r1.7DG06254340.1							
OG0032198								TRITD7Bv1G007160.1	
OG0032199								TRITD1Av1G199200.1	
OG0032200					Os11g0201540				
OG0032201					Os08g0405150				
OG0032202									Zm00001eb052280_P001
OG0032203			Bradi5g12914.1.p						
OG0032204							TraesCS7B03G0469200.1		
OG0032205					Os01g0717301				
OG0032206	AT2G14460.1								
OG0032207					Os08g0562001				
OG0032208							TraesCS7B03G0041300.1		
OG0032209					Os01g0344620				
OG0032210						SORBI_3010G148866			
OG0032211							TraesCS3D03G0004900.1		
OG0032212			Bradi3g48421.1.p						
OG0032213					Os05g0296050				
OG0032214			Bradi2g27540.1.p						
OG0032215									Zm00001eb280700_P001
OG0032216									Zm00001eb358840_P001
OG0032217					Os01g0529101				
OG0032218								TRITD1Bv1G066970.1	
OG0032219		AVESA.00018a.r1.4AG02922070.1							
OG0032220					Os06g0219550				
OG0032221						SORBI_3003G209500			
OG0032222	AT1G11040.1								
OG0032223						SORBI_3009G025950			
OG0032224	AT1G29100.2								
OG0032225						SORBI_3004G043101			
OG0032226					Os01g0547901				
OG0032227						SORBI_3008G175933			
OG0032228					Os04g0434101				
OG0032229							TraesCS2B03G1083900.1		
OG0032230							TraesCS7A03G0843600.1		
OG0032231						SORBI_3007G061400			
OG0032232			Bradi1g05777.1.p						
OG0032233					Os02g0265100				
OG0032234					Os12g0268400				
OG0032235							TraesCS7A03G1300600.1		
OG0032236						SORBI_3002G194201			
OG0032237							TraesCS7B03G1237100.1		
OG0032238						SORBI_3005G102000			
OG0032239					Os07g0250501				
OG0032240									Zm00001eb207250_P001
OG0032241						SORBI_3004G208201			
OG0032242			Bradi3g50938.1.p						
OG0032243	AT5G23411.1								
OG0032244		AVESA.00018a.r1.4AG02751320.1							
OG0032245							TraesCS1D03G0912500.1		
OG0032246						SORBI_3002G007900			
OG0032247							TraesCS4D03G0594600.1		
OG0032248						SORBI_3009G226200			
OG0032249	AT5G44265.1								
OG0032250							TraesCS5B03G0192800.1		
OG0032251					Os07g0160232				
OG0032252								TRITD6Bv1G192490.1	
OG0032253	AT5G41109.1								
OG0032254	AT1G58235.1								
OG0032255						SORBI_3001G228700			
OG0032256						SORBI_3007G223150			
OG0032257	AT5G13181.1								
OG0032258					Os07g0692950				
OG0032259					Os08g0481875				
OG0032260									Zm00001eb385700_P001
OG0032261								TRITD6Bv1G113070.1	
OG0032262							TraesCS7B03G1235300.1		
OG0032263		AVESA.00018a.r1.3DG02401640.1							
OG0032264						SORBI_3005G105850			
OG0032265							TraesCS4B03G0967700.1		
OG0032266	AT4G23110.1								
OG0032267		AVESA.00018a.r1.5CG04211350.1							
OG0032268					Os02g0276601				
OG0032269					Os04g0559550				
OG0032270						SORBI_3006G221700			
OG0032271					Os03g0208800				
OG0032272			Bradi3g22502.1.p						
OG0032273						SORBI_3009G086900			
OG0032274						SORBI_3005G039350			
OG0032275									Zm00001eb177570_P001
OG0032276					Os11g0531600				
OG0032277					Os01g0833150				
OG0032278					Os09g0369250				
OG0032279							TraesCS5B03G1335900.1		
OG0032280			Bradi1g27482.1.p						
OG0032281			Bradi4g19943.1.p						
OG0032282									Zm00001eb069100_P001
OG0032283							TraesCS7B03G0116700.1		
OG0032284			Bradi4g23193.1.p						
OG0032285					Os04g0219200				
OG0032286								TRITD7Bv1G001670.1	
OG0032287					Os06g0228825				
OG0032288						SORBI_3001G300600			
OG0032289					Os10g0147566				
OG0032290					Os05g0358100				
OG0032291							TraesCS2D03G0602300.2		
OG0032292					Os08g0176756				
OG0032293		AVESA.00018a.r1.2DG01759590.4							
OG0032294						SORBI_3007G179500			
OG0032295	AT4G01703.1								
OG0032296						SORBI_3006G007600			
OG0032297						SORBI_3005G089400			
OG0032298							TraesCS1D03G0215800.1		
OG0032299	AT1G16790.1								
OG0032300			Bradi2g29342.1.p						
OG0032301					Os11g0261100				
OG0032302			Bradi1g68372.1.p						
OG0032303	AT2G14945.1								
OG0032304						SORBI_3010G022200			
OG0032305			Bradi1g60392.1.p						
OG0032306									Zm00001eb019690_P001
OG0032307						SORBI_3007G114401			
OG0032308								TRITD2Av1G046060.1	
OG0032309							TraesCS4D03G0221700.1		
OG0032310		AVESA.00018a.r1.7DG06160270.1							
OG0032311	AT2G07713.1								
OG0032312							TraesCS6D03G0324900.1		
OG0032313								TRITD5Av1G194400.9	
OG0032314								TRITD3Bv1G002430.1	
OG0032315		AVESA.00018a.r1.3AG01833310.1							
OG0032316									Zm00001eb033340_P001
OG0032317		AVESA.00018a.r1.5AG03887690.1							
OG0032318									Zm00001eb384160_P001
OG0032319		AVESA.00018a.r1.4DG03634920.1							
OG0032320							TraesCS4D03G0266000.1		
OG0032321		AVESA.00018a.r1.3AG01816260.1							
OG0032322							TraesCS6B03G1223000.2		
OG0032323									Zm00001eb328270_P001
OG0032324						SORBI_3004G156250			
OG0032325							TraesCS6A03G0020100.1		
OG0032326					Os02g0609975				
OG0032327					Os10g0118200				
OG0032328					Os04g0249900				
OG0032329					Os11g0512750				
OG0032330								TRITD7Av1G116210.1	
OG0032331							TraesCS5A03G0240600.1		
OG0032332						SORBI_3001G272000			
OG0032333						SORBI_3004G294900			
OG0032334					Os02g0166300				
OG0032335								TRITD5Av1G247840.2	
OG0032336	AT4G11230.1								
OG0032337							TraesCS3A03G0399500.1		
OG0032338									Zm00001eb308870_P001
OG0032339							TraesCS3A03G0023700.1		
OG0032340						SORBI_3006G185150			
OG0032341					Os01g0171466				
OG0032342					Os01g0685600				
OG0032343						SORBI_3003G291100			
OG0032344					Os01g0653500				
OG0032345		AVESA.00018a.r1.2DG01655160.1							
OG0032346						SORBI_3003G443900			
OG0032347									Zm00001eb007910_P001
OG0032348									Zm00001eb259550_P001
OG0032349						SORBI_3007G137750			
OG0032350		AVESA.00018a.r1.5DG04351150.1							
OG0032351					Os05g0148000				
OG0032352									Zm00001eb312700_P002
OG0032353		AVESA.00018a.r1.5AG03764180.1							
OG0032354		AVESA.00018a.r1.3CG02060050.1							
OG0032355		AVESA.00018a.r1.2DG01582640.1							
OG0032356					Os10g0449532				
OG0032357								TRITD2Av1G033250.1	
OG0032358			Bradi1g13796.1.p						
OG0032359				HORVU.MOREX.r3.1HG0057200.1					
OG0032360									Zm00001eb153140_P001
OG0032361							TraesCSU03G0503400.1		
OG0032362		AVESA.00018a.r1.2AG01102300.1							
OG0032363	AT4G04415.1								
OG0032364					Os03g0568700				
OG0032365			Bradi2g38833.1.p						
OG0032366								TRITD7Av1G087830.1	
OG0032367						SORBI_3008G067301			
OG0032368					Os06g0588325				
OG0032369								TRITD3Av1G275680.1	
OG0032370		AVESA.00018a.r1.2DG01482400.4							
OG0032371		AVESA.00018a.r1.5DG04485840.1							
OG0032372		AVESA.00018a.r1.6CG04895010.1							
OG0032373					Os02g0117550				
OG0032374								TRITD4Bv1G172490.2	
OG0032375		AVESA.00018a.r1.7AG05619330.1							
OG0032376			Bradi1g57085.1.p						
OG0032377									Zm00001eb264670_P001
OG0032378						SORBI_3005G210850			
OG0032379									Zm00001eb208670_P001
OG0032380								TRITD5Av1G212220.1	
OG0032381		AVESA.00018a.r1.3CG02318160.1							
OG0032382							TraesCSU03G0157300.1		
OG0032383		AVESA.00018a.r1.4AG02891910.1							
OG0032384						SORBI_3002G171001			
OG0032385			Bradi1g59502.1.p						
OG0032386	AT1G61120.1								
OG0032387		AVESA.00018a.r1.3AG02041360.1							
OG0032388						SORBI_3005G187600			
OG0032389		AVESA.00018a.r1.2CG01431690.1							
OG0032390			Bradi2g19112.3.p						
OG0032391								TRITD4Bv1G202370.1	
OG0032392		AVESA.00018a.r1.6CG04914410.1							
OG0032393								TRITD4Av1G263210.1	
OG0032394					Os01g0524251				
OG0032395								TRITD2Bv1G152760.2	
OG0032396						SORBI_3002G162500			
OG0032397					Os10g0446300				
OG0032398					Os04g0495700				
OG0032399			Bradi1g51108.1.p						
OG0032400								TRITD6Av1G198630.3	
OG0032401			Bradi5g05212.1.p						
OG0032402						SORBI_3008G181801			
OG0032403					Os10g0468200				
OG0032404	AT2G41700.1								
OG0032405			Bradi5g01033.1.p						
OG0032406			Bradi1g29103.1.p						
OG0032407		AVESA.00018a.r1.2AG01113680.1							
OG0032408							TraesCS5D03G1006900.1		
OG0032409	AT1G59640.2								
OG0032410						SORBI_3007G099000			
OG0032411		AVESA.00018a.r1.4CG03003320.1							
OG0032412		AVESA.00018a.r1.6CG04972760.1							
OG0032413						SORBI_3007G155050			
OG0032414					Os04g0180900				
OG0032415	AT2G31265.1								
OG0032416								TRITD4Bv1G132410.1	
OG0032417							TraesCS6D03G0770800.1		
OG0032418							TraesCS1A03G0312000.1		
OG0032419	AT1G30280.1								
OG0032420						SORBI_3004G144600			
OG0032421								TRITD2Bv1G128130.1	
OG0032422			Bradi3g34732.1.p						
OG0032423					Os01g0620400				
OG0032424			Bradi1g71495.2.p						
OG0032425									Zm00001eb292600_P001
OG0032426					Os03g0711550				
OG0032427							TraesCS3B03G1270700.1		
OG0032428									Zm00001eb169010_P001
OG0032429	AT3G44785.1								
OG0032430						SORBI_3001G309732			
OG0032431		AVESA.00018a.r1.2DG01539150.1							
OG0032432			Bradi2g53347.3.p						
OG0032433		AVESA.00018a.r1.4DG03592080.1							
OG0032434						SORBI_3006G005550			
OG0032435					Os03g0195100				
OG0032436	AT3G44950.1								
OG0032437							TraesCS1A03G0328800.2		
OG0032438	AT3G50970.1								
OG0032439					Os09g0428500				
OG0032440		AVESA.00018a.r1.1DG00621830.1							
OG0032441									Zm00001eb176500_P001
OG0032442	AT1G22740.1								
OG0032443					Os09g0363950				
OG0032444			Bradi2g56804.1.p						
OG0032445					Os02g0522300				
OG0032446									Zm00001eb366480_P001
OG0032447		AVESA.00018a.r1.5DG04500910.1							
OG0032448					Os03g0293800				
OG0032449					Os02g0231300				
OG0032450									Zm00001eb173910_P001
OG0032451	AT3G45110.1								
OG0032452									Zm00001eb295760_P001
OG0032453		AVESA.00018a.r1.5CG04229270.1							
OG0032454		AVESA.00018a.r1.3AG01813450.1							
OG0032455		AVESA.00018a.r1.4AG02631150.1							
OG0032456						SORBI_3006G044932			
OG0032457		AVESA.00018a.r1.3CG02061440.1							
OG0032458							TraesCS1B03G0066700.2		
OG0032459		AVESA.00018a.r1.3DG02578710.1							
OG0032460						SORBI_3001G032850			
OG0032461		AVESA.00018a.r1.6CG04969240.1							
OG0032462			Bradi5g12332.1.p						
OG0032463			Bradi3g54125.1.p						
OG0032464					Os12g0455800				
OG0032465					Os02g0687800				
OG0032466	AT1G14820.3								
OG0032467					Os10g0417250				
OG0032468					Os03g0188701				
OG0032469	AT1G49150.1								
