HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
N2.HOG0002336	OG0000555	n18						SORBI_3010G204000			Zm00001eb387170_P001, Zm00001eb387190_P001
N2.HOG0002337	OG0000556	n0						SORBI_3002G242100, SORBI_3004G080901, SORBI_3001G123800			Zm00001eb054540_P001, Zm00001eb054550_P001, Zm00001eb054580_P001
N2.HOG0002338	OG0000557	n4						SORBI_3005G131600			Zm00001eb170460_P001
N2.HOG0002339	OG0000557	n5						SORBI_3005G131301			Zm00001eb273980_P001
N2.HOG0002340	OG0000557	n28						SORBI_3005G187700			Zm00001eb166770_P001
N2.HOG0002341	OG0000557	n42						SORBI_3005G019300, SORBI_3005G116700			Zm00001eb170520_P001
N2.HOG0002342	OG0000559	n2						SORBI_3007G189000			Zm00001eb037020_P001, Zm00001eb175560_P001
N2.HOG0002343	OG0000559	n20						SORBI_3008G029500			Zm00001eb406040_P001
N2.HOG0002344	OG0000559	n21						SORBI_3008G029900, SORBI_3008G029800, SORBI_3008G029850			Zm00001eb406050_P001
N2.HOG0002345	OG0000560	n5						SORBI_3002G141300			Zm00001eb095690_P001, Zm00001eb307400_P001
N2.HOG0002346	OG0000560	n20						SORBI_3K043500			Zm00001eb139600_P001
N2.HOG0002347	OG0000560	n31						SORBI_3009G103900			Zm00001eb286230_P001, Zm00001eb286260_P001, Zm00001eb286270_P001
N2.HOG0002348	OG0000560	n42						SORBI_3010G201388			Zm00001eb275490_P001, Zm00001eb387370_P001
N2.HOG0002349	OG0000560	n65						SORBI_3004G070900			Zm00001eb234690_P001
N2.HOG0002350	OG0000561	n3						SORBI_3001G136300			Zm00001eb053090_P001
N2.HOG0002351	OG0000561	n15						SORBI_3008G189600, SORBI_3008G189700			
N2.HOG0002352	OG0000561	n26						SORBI_3005G209800			Zm00001eb115930_P001
N2.HOG0002353	OG0000561	n37						SORBI_3001G053900			Zm00001eb061150_P001, Zm00001eb061160_P001
N2.HOG0002354	OG0000561	n49						SORBI_3002G061600			Zm00001eb013260_P001, Zm00001eb029000_P001, Zm00001eb302300_P001
N2.HOG0002355	OG0000561	n60						SORBI_3008G097300			Zm00001eb132840_P001
N2.HOG0002356	OG0000562	n3						SORBI_3004G228900			Zm00001eb193940_P001
N2.HOG0002357	OG0000562	n15						SORBI_3010G087600, SORBI_3010G087800, SORBI_3K000500, SORBI_3010G057633, SORBI_3010G087700			Zm00001eb372830_P001
N2.HOG0002358	OG0000563	n5									Zm00001eb436070_P001, Zm00001eb440310_P001, Zm00001eb440380_P001, Zm00001eb442180_P001
N2.HOG0002359	OG0000563	n48									Zm00001eb382940_P001
N2.HOG0002360	OG0000563	n50						SORBI_3003G172900			
N2.HOG0002361	OG0000565	n1									Zm00001eb244270_P001, Zm00001eb244320_P001, Zm00001eb244370_P001
N2.HOG0002362	OG0000565	n31						SORBI_3004G183900, SORBI_3004G184300			Zm00001eb244250_P001, Zm00001eb244300_P001, Zm00001eb244330_P001, Zm00001eb244350_P001
N2.HOG0002363	OG0000565	n36						SORBI_3004G204300, SORBI_3004G209200			Zm00001eb246680_P001
N2.HOG0002364	OG0000566	n0						SORBI_3005G158200, SORBI_3001G187600, SORBI_3007G090457, SORBI_3005G157600, SORBI_3001G187400, SORBI_3001G187500			Zm00001eb058180_P001, Zm00001eb219290_P001, Zm00001eb219870_P001
N2.HOG0002365	OG0000567	n0						SORBI_3005G181100, SORBI_3005G181500, SORBI_3005G181600			
N2.HOG0002366	OG0000569	n1						SORBI_3007G128400, SORBI_3007G128500			Zm00001eb179090_P003
N2.HOG0002367	OG0000569	n19						SORBI_3007G128200			
N2.HOG0002368	OG0000569	n21						SORBI_3007G128100, SORBI_3007G128300			
N2.HOG0002369	OG0000571	n2						SORBI_3004G319000			Zm00001eb256970_P001
N2.HOG0002370	OG0000571	n17						SORBI_3004G318600			Zm00001eb256960_P002
N2.HOG0002371	OG0000571	n62						SORBI_3004G318700			Zm00001eb193100_P001
N2.HOG0002372	OG0000572	n7									Zm00001eb375740_P001, Zm00001eb375750_P001, Zm00001eb375770_P001, Zm00001eb375790_P001, Zm00001eb375810_P001, Zm00001eb411210_P001
N2.HOG0002373	OG0000572	n12						SORBI_3006G007100			Zm00001eb418570_P002
N2.HOG0002374	OG0000572	n29						SORBI_3002G130700			Zm00001eb096360_P001, Zm00001eb096370_P001, Zm00001eb096430_P001, Zm00001eb096480_P001
N2.HOG0002375	OG0000573	n6						SORBI_3007G108500			Zm00001eb042920_P003
N2.HOG0002376	OG0000573	n10						SORBI_3002G165140			Zm00001eb097940_P003, Zm00001eb309560_P001
N2.HOG0002377	OG0000573	n30						SORBI_3003G265100			Zm00001eb360740_P004
N2.HOG0002378	OG0000573	n45						SORBI_3010G193300			
N2.HOG0002379	OG0000573	n49						SORBI_3010G190300			
N2.HOG0002380	OG0000573	n62						SORBI_3003G249000			Zm00001eb157460_P001
N2.HOG0002381	OG0000574	n1						SORBI_3003G193200			
N2.HOG0002382	OG0000574	n47						SORBI_3003G096950			
N2.HOG0002383	OG0000574	n71						SORBI_3003G097000			Zm00001eb201520_P001, Zm00001eb202030_P001
N2.HOG0002384	OG0000575	n22						SORBI_3005G215300			Zm00001eb165090_P001, Zm00001eb165130_P001
N2.HOG0002385	OG0000575	n27									Zm00001eb115390_P001
N2.HOG0002386	OG0000575	n33									Zm00001eb114340_P001, Zm00001eb166100_P002
N2.HOG0002387	OG0000575	n43						SORBI_3003G111900			Zm00001eb127360_P002
N2.HOG0002388	OG0000575	n54						SORBI_3005G198500			
N2.HOG0002389	OG0000576	n1						SORBI_3008G056800			
N2.HOG0002390	OG0000576	n3						SORBI_3004G056100			
N2.HOG0002391	OG0000577	n5						SORBI_3008G140900, SORBI_3008G141000			
N2.HOG0002392	OG0000577	n12						SORBI_3006G198000			
N2.HOG0002393	OG0000577	n41						SORBI_3006G219950			
N2.HOG0002394	OG0000577	n51						SORBI_3009G220250, SORBI_3009G220300, SORBI_3009G220966			
N2.HOG0002395	OG0000578	n0						SORBI_3003G270900			
N2.HOG0002396	OG0000579	n1						SORBI_3002G394900			Zm00001eb329140_P001
N2.HOG0002397	OG0000579	n13						SORBI_3002G394700			Zm00001eb329100_P001, Zm00001eb329110_P001
N2.HOG0002398	OG0000579	n16						SORBI_3002G395300			
N2.HOG0002399	OG0000579	n33						SORBI_3002G395200			Zm00001eb329160_P001, Zm00001eb329560_P001
N2.HOG0002400	OG0000580	n6						SORBI_3002G129500, SORBI_3002G402100, SORBI_3002G129600, SORBI_3002G129700, SORBI_3002G356000, SORBI_3002G129800			Zm00001eb306770_P001
N2.HOG0002401	OG0000580	n12						SORBI_3002G298500, SORBI_3002G298600			Zm00001eb120140_P001, Zm00001eb122770_P001, Zm00001eb320170_P001
N2.HOG0002402	OG0000580	n27						SORBI_3002G355900, SORBI_3002G402233			Zm00001eb329670_P001
N2.HOG0002403	OG0000580	n43						SORBI_3009G180100, SORBI_3009G180300			
N2.HOG0002404	OG0000581	n1						SORBI_3001G275500, SORBI_3001G275600			Zm00001eb025900_P001
N2.HOG0002405	OG0000581	n32						SORBI_3001G275800			Zm00001eb025890_P004
N2.HOG0002406	OG0000581	n33						SORBI_3001G276100, SORBI_3001G276400, SORBI_3001G276300			Zm00001eb025880_P004
N2.HOG0002407	OG0000582	n4						SORBI_3004G063750			Zm00001eb233850_P001
N2.HOG0002408	OG0000582	n15						SORBI_3008G175600			Zm00001eb032050_P001
N2.HOG0002409	OG0000582	n16						SORBI_3008G175700			Zm00001eb134610_P001
N2.HOG0002410	OG0000582	n18						SORBI_3008G175200			Zm00001eb134620_P001
N2.HOG0002411	OG0000582	n56						SORBI_3002G038733			Zm00001eb300290_P001
N2.HOG0002412	OG0000582	n64									Zm00001eb206600_P001, Zm00001eb332490_P001
N2.HOG0002413	OG0000582	n68						SORBI_3003G018300			
N2.HOG0002414	OG0000583	n1						SORBI_3008G167400			
N2.HOG0002415	OG0000583	n67						SORBI_3001G312000			Zm00001eb393820_P001, Zm00001eb393830_P001, Zm00001eb394040_P001, Zm00001eb395800_P001
N2.HOG0002416	OG0000584	n0						SORBI_3008G074200			
N2.HOG0002417	OG0000585	n1						SORBI_3009G005600, SORBI_3007G021000, SORBI_3007G023900			Zm00001eb266230_P001, Zm00001eb266240_P002
N2.HOG0002418	OG0000585	n27						SORBI_3008G170900			Zm00001eb195720_P001
N2.HOG0002419	OG0000586	n8						SORBI_3007G185801			Zm00001eb198360_P004
N2.HOG0002420	OG0000586	n20						SORBI_3003G400700, SORBI_3002G262850			Zm00001eb102690_P001, Zm00001eb318330_P001
N2.HOG0002421	OG0000586	n34									Zm00001eb019610_P001, Zm00001eb095160_P001, Zm00001eb173120_P001, Zm00001eb174800_P001, Zm00001eb310690_P001, Zm00001eb384010_P001
N2.HOG0002422	OG0000586	n41						SORBI_3001G045000			Zm00001eb061860_P001, Zm00001eb168390_P001, Zm00001eb212430_P001
N2.HOG0002423	OG0000586	n56						SORBI_3002G343500			Zm00001eb006990_P001, Zm00001eb015740_P001, Zm00001eb016910_P001, Zm00001eb032840_P001, Zm00001eb107190_P001, Zm00001eb324690_P001, Zm00001eb361020_P001
N2.HOG0002424	OG0000587	n42						SORBI_3004G185100			Zm00001eb095360_P001
N2.HOG0002425	OG0000587	n43						SORBI_3002G004700			Zm00001eb282340_P001
N2.HOG0002426	OG0000587	n46						SORBI_3003G319700			Zm00001eb369750_P001
N2.HOG0002427	OG0000587	n55						SORBI_3009G188000			Zm00001eb352760_P004
N2.HOG0002428	OG0000588	n5						SORBI_3010G189366			Zm00001eb388490_P005
N2.HOG0002429	OG0000588	n18						SORBI_3007G155200, SORBI_3007G155100			Zm00001eb037950_P001
N2.HOG0002430	OG0000588	n21						SORBI_3007G154800, SORBI_3007G154901			Zm00001eb037940_P002
N2.HOG0002431	OG0000588	n23						SORBI_3007G155000			Zm00001eb176620_P001
N2.HOG0002432	OG0000589	n3						SORBI_3010G019700, SORBI_3010G019600, SORBI_3010G020000, SORBI_3010G019500			Zm00001eb269550_P001
N2.HOG0002433	OG0000589	n22						SORBI_3001G319900, SORBI_3003G388400, SORBI_3001G319800			Zm00001eb021550_P001
N2.HOG0002434	OG0000589	n47						SORBI_3006G185900, SORBI_3006G186000			Zm00001eb428560_P002
N2.HOG0002435	OG0000590	n3						SORBI_3001G145700			Zm00001eb052520_P001
N2.HOG0002436	OG0000590	n9						SORBI_3002G351400			Zm00001eb325340_P001
N2.HOG0002437	OG0000590	n20						SORBI_3001G145600			Zm00001eb217970_P001
N2.HOG0002438	OG0000590	n22						SORBI_3003G331700			Zm00001eb150050_P001
N2.HOG0002439	OG0000591	n2						SORBI_3007G022200			Zm00001eb173570_P001
N2.HOG0002440	OG0000591	n3						SORBI_3001G317400			Zm00001eb021690_P001
N2.HOG0002441	OG0000592	n3						SORBI_3004G014700			Zm00001eb230160_P001
N2.HOG0002442	OG0000592	n4						SORBI_3004G014300, SORBI_3004G014500			Zm00001eb230150_P001
N2.HOG0002443	OG0000592	n7						SORBI_3004G014800			
N2.HOG0002444	OG0000593	n0						SORBI_3004G338701			
N2.HOG0002445	OG0000595	n1						SORBI_3002G216400, SORBI_3002G216500			Zm00001eb100220_P001, Zm00001eb314130_P001
N2.HOG0002446	OG0000595	n29						SORBI_3007G149000, SORBI_3007G148900			Zm00001eb177240_P001
N2.HOG0002447	OG0000595	n46						SORBI_3002G216100			Zm00001eb097920_P001, Zm00001eb100200_P001, Zm00001eb100210_P002
N2.HOG0002448	OG0000595	n53						SORBI_3001G364200, SORBI_3001G364400			Zm00001eb017620_P001
N2.HOG0002449	OG0000595	n55						SORBI_3001G363700, SORBI_3002G044200, SORBI_3001G369300			Zm00001eb017640_P002
N2.HOG0002450	OG0000595	n58						SORBI_3002G216200			
N2.HOG0002451	OG0000597	n9						SORBI_3002G280200			Zm00001eb331940_P001
N2.HOG0002452	OG0000597	n32						SORBI_3005G111100			Zm00001eb169970_P001
N2.HOG0002453	OG0000597	n33						SORBI_3004G001400, SORBI_3007G139100, SORBI_3003G197600			Zm00001eb229260_P001
N2.HOG0002454	OG0000598	n7						SORBI_3003G319600			Zm00001eb151300_P004, Zm00001eb369770_P001
N2.HOG0002455	OG0000598	n19						SORBI_3009G188100			Zm00001eb352780_P001
N2.HOG0002456	OG0000598	n32						SORBI_3001G190100			Zm00001eb043140_P002
N2.HOG0002457	OG0000598	n37						SORBI_3003G319400			Zm00001eb151330_P003
N2.HOG0002458	OG0000598	n38						SORBI_3003G319500			Zm00001eb151310_P001
N2.HOG0002459	OG0000599	n3						SORBI_3010G119600			Zm00001eb380790_P001
N2.HOG0002460	OG0000599	n68						SORBI_3010G119900			
N2.HOG0002461	OG0000601	n18						SORBI_3001G146700			Zm00001eb052600_P001
N2.HOG0002462	OG0000601	n20						SORBI_3008G181000			Zm00001eb032470_P001
N2.HOG0002463	OG0000601	n24						SORBI_3004G053400			Zm00001eb207400_P001
N2.HOG0002464	OG0000601	n26									Zm00001eb274080_P001
N2.HOG0002465	OG0000601	n44						SORBI_3010G224501			Zm00001eb390100_P001
N2.HOG0002466	OG0000602	n7						SORBI_3006G159800			Zm00001eb427410_P005
N2.HOG0002467	OG0000602	n15						SORBI_3007G001100			Zm00001eb198660_P001
N2.HOG0002468	OG0000602	n45						SORBI_3010G042300			Zm00001eb376690_P001
N2.HOG0002469	OG0000602	n48						SORBI_3006G159900			Zm00001eb075570_P001
N2.HOG0002470	OG0000602	n59						SORBI_3004G303000			Zm00001eb185970_P001
N2.HOG0002471	OG0000603	n0						SORBI_3002G390000			Zm00001eb328700_P001
N2.HOG0002472	OG0000604	n0						SORBI_3001G141600			Zm00001eb052250_P001, Zm00001eb217590_P001
N2.HOG0002473	OG0000605	n2						SORBI_3008G152200			
N2.HOG0002474	OG0000605	n13						SORBI_3007G123300, SORBI_3005G075900			Zm00001eb168930_P001
N2.HOG0002475	OG0000606	n4						SORBI_3005G016400			
N2.HOG0002476	OG0000606	n17						SORBI_3008G025300			Zm00001eb162050_P001
N2.HOG0002477	OG0000606	n19						SORBI_3008G025100, SORBI_3008G025500			Zm00001eb163780_P001
N2.HOG0002478	OG0000606	n21						SORBI_3005G016500			Zm00001eb195550_P002, Zm00001eb195560_P001
N2.HOG0002479	OG0000606	n39						SORBI_3009G176800			Zm00001eb290990_P001, Zm00001eb352140_P001
N2.HOG0002480	OG0000606	n52						SORBI_3003G335900			Zm00001eb149740_P001, Zm00001eb369000_P001
N2.HOG0002481	OG0000609	n1						SORBI_3002G350000			Zm00001eb325200_P001
N2.HOG0002482	OG0000609	n20						SORBI_3002G350200			
N2.HOG0002483	OG0000609	n36						SORBI_3002G349800, SORBI_3002G349600			
N2.HOG0002484	OG0000610	n0						SORBI_3010G032000, SORBI_3010G032100, SORBI_3010G031400, SORBI_3010G031600, SORBI_3010G031900, SORBI_3010G031100			Zm00001eb377390_P001, Zm00001eb377400_P001
N2.HOG0002485	OG0000611	n6						SORBI_3002G239800			
N2.HOG0002486	OG0000611	n13						SORBI_3002G240100			Zm00001eb316170_P002
N2.HOG0002487	OG0000611	n14						SORBI_3002G240000, SORBI_3002G239900, SORBI_3002G240200			Zm00001eb017470_P001, Zm00001eb020210_P001, Zm00001eb184360_P001, Zm00001eb316150_P002, Zm00001eb409670_P001
N2.HOG0002488	OG0000612	n2						SORBI_3010G167000			
N2.HOG0002489	OG0000612	n30						SORBI_3005G071000, SORBI_3003G139050, SORBI_3004G092950, SORBI_3002G079400			Zm00001eb129800_P001, Zm00001eb351510_P001
N2.HOG0002490	OG0000612	n35						SORBI_3010G167400			Zm00001eb068500_P001, Zm00001eb139370_P001, Zm00001eb197720_P001, Zm00001eb230330_P001, Zm00001eb243980_P001, Zm00001eb262700_P001, Zm00001eb291430_P001, Zm00001eb299710_P001
N2.HOG0002491	OG0000612	n44									Zm00001eb406260_P001
N2.HOG0002492	OG0000613	n0						SORBI_3001G132900, SORBI_3008G144701, SORBI_3001G094700			Zm00001eb053410_P001, Zm00001eb217180_P003
N2.HOG0002493	OG0000614	n17						SORBI_3008G018400			Zm00001eb405310_P001
N2.HOG0002494	OG0000614	n18						SORBI_3005G021950			Zm00001eb093500_P001
N2.HOG0002495	OG0000614	n19						SORBI_3003G131500			Zm00001eb128970_P001
N2.HOG0002496	OG0000614	n31						SORBI_3001G389700			Zm00001eb015250_P001, Zm00001eb381640_P001, Zm00001eb381650_P001, Zm00001eb395510_P002
N2.HOG0002497	OG0000614	n54						SORBI_3002G425000			Zm00001eb111780_P001
N2.HOG0002498	OG0000615	n57						SORBI_3005G018200, SORBI_3005G099500, SORBI_3008G021900			Zm00001eb112690_P002
N2.HOG0002499	OG0000615	n68						SORBI_3005G018300			Zm00001eb129980_P001, Zm00001eb195710_P003
N2.HOG0002500	OG0000615	n70						SORBI_3008G022100			Zm00001eb405620_P001
N2.HOG0002501	OG0000615	n71						SORBI_3005G086000			Zm00001eb168170_P001
N2.HOG0002502	OG0000616	n0						SORBI_3002G019400			
N2.HOG0002503	OG0000617	n5						SORBI_3002G030650, SORBI_3002G030575			Zm00001eb002750_P001, Zm00001eb299820_P001
N2.HOG0002504	OG0000617	n8						SORBI_3001G068600			Zm00001eb213560_P001
N2.HOG0002505	OG0000617	n16						SORBI_3002G030800, SORBI_3001G068500			Zm00001eb059480_P001, Zm00001eb059500_P001, Zm00001eb059540_P001
N2.HOG0002506	OG0000618	n5						SORBI_3001G535600			Zm00001eb000850_P001
N2.HOG0002507	OG0000618	n10						SORBI_3005G110040, SORBI_3007G001600, SORBI_3K027700, SORBI_3K017300, SORBI_3005G110000, SORBI_3005G110080			Zm00001eb198770_P001
N2.HOG0002508	OG0000618	n38						SORBI_3001G200800, SORBI_3001G200900			Zm00001eb220740_P001
N2.HOG0002509	OG0000619	n2						SORBI_3008G076200, SORBI_3008G076250, SORBI_3004G342000			Zm00001eb191580_P003
N2.HOG0002510	OG0000619	n17						SORBI_3001G222700			Zm00001eb221970_P002
N2.HOG0002511	OG0000619	n42						SORBI_3006G144500			
N2.HOG0002512	OG0000619	n59						SORBI_3004G218100			Zm00001eb247450_P002
N2.HOG0002513	OG0000620	n15						SORBI_3001G238800			Zm00001eb047450_P001
N2.HOG0002514	OG0000620	n27						SORBI_3002G280500			Zm00001eb331900_P001
N2.HOG0002515	OG0000620	n30						SORBI_3001G269600, SORBI_3002G414300, SORBI_3001G269200, SORBI_3001G269400, SORBI_3001G269700, SORBI_3002G414000, SORBI_3002G414150, SORBI_3001G269800			Zm00001eb224090_P001
N2.HOG0002516	OG0000620	n54						SORBI_3004G001200			Zm00001eb229240_P001
N2.HOG0002517	OG0000621	n10						SORBI_3002G208900			Zm00001eb313550_P003
N2.HOG0002518	OG0000621	n28						SORBI_3004G118000, SORBI_3002G208301			
N2.HOG0002519	OG0000621	n30						SORBI_3002G208500			
N2.HOG0002520	OG0000621	n48						SORBI_3002G208700, SORBI_3002G208800			
N2.HOG0002521	OG0000622	n4						SORBI_3010G003700			Zm00001eb379340_P001
N2.HOG0002522	OG0000622	n16									Zm00001eb000470_P001
N2.HOG0002523	OG0000622	n26						SORBI_3001G304500			Zm00001eb002990_P001, Zm00001eb023010_P001, Zm00001eb067930_P001, Zm00001eb067940_P001, Zm00001eb268460_P001, Zm00001eb301400_P001, Zm00001eb301410_P001, Zm00001eb327660_P001, Zm00001eb398990_P001, Zm00001eb399000_P001
N2.HOG0002524	OG0000622	n48						SORBI_3006G172900			Zm00001eb074460_P001, Zm00001eb326550_P001, Zm00001eb429450_P001
N2.HOG0002525	OG0000622	n52						SORBI_3004G290800, SORBI_3004G291000			Zm00001eb067950_P001, Zm00001eb071420_P001, Zm00001eb186770_P003, Zm00001eb249840_P002, Zm00001eb268470_P001, Zm00001eb366160_P001
N2.HOG0002526	OG0000623	n3						SORBI_3004G116600			Zm00001eb203840_P001, Zm00001eb237920_P001
N2.HOG0002527	OG0000623	n54						SORBI_3010G149500			Zm00001eb278060_P001
N2.HOG0002528	OG0000624	n15						SORBI_3004G299500, SORBI_3004G299600			Zm00001eb249020_P001
N2.HOG0002529	OG0000624	n38						SORBI_3004G299700			Zm00001eb248990_P004
N2.HOG0002530	OG0000624	n40						SORBI_3006G164300			Zm00001eb427720_P005
N2.HOG0002531	OG0000624	n52						SORBI_3006G164200			Zm00001eb075200_P004
N2.HOG0002532	OG0000626	n1						SORBI_3001G306400, SORBI_3001G306200, SORBI_3001G306500			Zm00001eb391800_P002, Zm00001eb391840_P001, Zm00001eb391870_P001, Zm00001eb391880_P001
N2.HOG0002533	OG0000626	n21						SORBI_3001G539700, SORBI_3001G539940, SORBI_3001G539600, SORBI_3001G539760, SORBI_3001G539820, SORBI_3001G539880, SORBI_3001G540000			Zm00001eb130150_P001, Zm00001eb130160_P001, Zm00001eb251720_P001, Zm00001eb251730_P001, Zm00001eb251740_P001, Zm00001eb251750_P001, Zm00001eb251760_P001, Zm00001eb251770_P001, Zm00001eb251780_P001, Zm00001eb251790_P001, Zm00001eb251800_P001, Zm00001eb402900_P001
N2.HOG0002534	OG0000627	n0						SORBI_3001G241700, SORBI_3001G241500, SORBI_3001G241900, SORBI_3001G241600			Zm00001eb047620_P001
N2.HOG0002535	OG0000629	n1						SORBI_3008G150800, SORBI_3007G154001			
N2.HOG0002536	OG0000629	n31						SORBI_3006G239900			Zm00001eb349500_P001
N2.HOG0002537	OG0000630	n1						SORBI_3010G014800, SORBI_3005G226900			Zm00001eb269260_P001
N2.HOG0002538	OG0000630	n48						SORBI_3008G076900			
N2.HOG0002539	OG0000630	n59						SORBI_3010G014200, SORBI_3005G130700			
N2.HOG0002540	OG0000631	n0						SORBI_3005G064700, SORBI_3007G093800			
N2.HOG0002541	OG0000632	n2						SORBI_3009G078300			
N2.HOG0002542	OG0000632	n24						SORBI_3004G172800			
N2.HOG0002543	OG0000632	n31						SORBI_3002G254000, SORBI_3002G254100			
N2.HOG0002544	OG0000633	n0						SORBI_3005G021300			
N2.HOG0002545	OG0000635	n0						SORBI_3001G521600			
N2.HOG0002546	OG0000637	n9						SORBI_3010G197300			Zm00001eb387770_P002
N2.HOG0002547	OG0000637	n31						SORBI_3002G139900			Zm00001eb155490_P001, Zm00001eb155500_P001, Zm00001eb155510_P001
N2.HOG0002548	OG0000637	n47						SORBI_3010G093500			Zm00001eb279750_P001
N2.HOG0002549	OG0000637	n59						SORBI_3004G238700			Zm00001eb254480_P001
N2.HOG0002550	OG0000638	n2						SORBI_3003G410900, SORBI_3003G411200			Zm00001eb063760_P001, Zm00001eb142620_P001
N2.HOG0002551	OG0000638	n28						SORBI_3001G011400			Zm00001eb210750_P001
N2.HOG0002552	OG0000639	n6						SORBI_3010G097200			Zm00001eb279890_P001, Zm00001eb371960_P001
N2.HOG0002553	OG0000639	n19						SORBI_3004G242300			Zm00001eb194700_P001, Zm00001eb254190_P001
N2.HOG0002554	OG0000639	n32						SORBI_3002G189900			
N2.HOG0002555	OG0000639	n44						SORBI_3007G129201			Zm00001eb042460_P001
N2.HOG0002556	OG0000640	n4						SORBI_3003G410600			Zm00001eb142720_P003
N2.HOG0002557	OG0000640	n27						SORBI_3009G220100			Zm00001eb294800_P001, Zm00001eb342840_P001
N2.HOG0002558	OG0000640	n29						SORBI_3003G410800			Zm00001eb015780_P001, Zm00001eb076450_P001, Zm00001eb142640_P003, Zm00001eb214150_P001, Zm00001eb363850_P001
N2.HOG0002559	OG0000640	n36						SORBI_3009G220200			Zm00001eb294810_P001
N2.HOG0002560	OG0000640	n38						SORBI_3003G410700			Zm00001eb142710_P002
N2.HOG0002561	OG0000640	n49						SORBI_3006G059000			Zm00001eb084750_P002
N2.HOG0002562	OG0000640	n61						SORBI_3004G159100			
N2.HOG0002563	OG0000642	n5						SORBI_3002G008300			Zm00001eb298540_P001, Zm00001eb298550_P001
N2.HOG0002564	OG0000642	n7						SORBI_3002G008200			Zm00001eb298520_P001
N2.HOG0002565	OG0000642	n8						SORBI_3002G008400			Zm00001eb298560_P001
N2.HOG0002566	OG0000643	n3						SORBI_3008G099100			Zm00001eb409790_P001
N2.HOG0002567	OG0000643	n5						SORBI_3010G096200			Zm00001eb372060_P002
N2.HOG0002568	OG0000643	n44						SORBI_3003G384600			
N2.HOG0002569	OG0000643	n45						SORBI_3010G166300, SORBI_3005G158400			Zm00001eb200000_P001
N2.HOG0002570	OG0000644	n0						SORBI_3001G225300, SORBI_3001G224700, SORBI_3001G224800, SORBI_3001G224900, SORBI_3001G225100, SORBI_3001G225200, SORBI_3001G225400, SORBI_3001G225500, SORBI_3001G225600			Zm00001eb222070_P001, Zm00001eb222080_P001, Zm00001eb222090_P001, Zm00001eb222130_P001, Zm00001eb222150_P001
